,TotalEmployees,TotalEmployeesIndia,Rating,UrlName,CompanyType,Name,CompanyReviewsLive,CompanySalaries,InterviewExperiencesLive,Age,ShortName,Logo,HQCountry,headquaters,CompanyJobsLive,HQUrlName,CompanyId,location_count,industry_string,Subscribed
1905,1001-5000,201-500,3.8,1-india-family-mart,Private,1 India Family Mart,240,694,5,10,1 India Family Mart,1-india-family-mart,India,"Gurgaon,Haryana",2,,347783,43,"Internet,Retail",0
1906,1001-5000,501-1000,4.08,foodpanda,Private,FoodPanda,240,588,2,10,FoodPanda,foodpanda-614,Germany,"Berlin,Berlin",0,,614,16,"Food Processing,Internet",0
1907,1001-5000,201-500,4.49,madina-group-wll,Private,Madina Group WLL,240,389,11,25,Madina Group,madina-group,Qatar,Doha,0,,379919,18,"Engineering & Construction,Oil & Gas",0
1908,1001-5000,501-1000,3.56,avineon-india,Private,Avineon India,240,797,14,24,Avineon India,avineon-india,United States (USA),Mc Lean,4,,12720,2,"Engineering & Construction,IT Services & Consulting",0
1909,51-200,1001-5000,4.25,dishnet-wireless-limited,Public,Dishnet Wireless Limited,239,298,0,24,Dishnet Wireless,dishnet-wireless-limited,India,"Delhi/NCR,New Delhi",0,,8746,48,Telecom / ISP,0
1910,1001-5000,201-500,3.79,capital-trust,Public,Capital Trust,239,723,7,36,Capital Trust,capital-trust,India,"Delhi/NCR,New Delhi",0,,170168,62,NBFC,0
1911,10001-50000,1001-5000,4.7,princess-cruises,Private,Princess Cruises,239,301,0,57,Princess Cruises,princess-cruises,UnitedStates,Santa Clarita,0,,249775,6,"Travel & Tourism / Hospitality,Travel & Tourism",0
1912,1001-5000,,3.68,gtpl-broadband,Private,GTPL BROADBAND PVT LTD,239,996,5,16,Gtpl Broadband,gtpl-broadband,India,Ahemdabad,1,,285718,34,"Media & Entertainment / Publishing,Telecom / ISP",0
1913,501-1000,201-500,3.95,shivalik-small-finance-bank,Private,Shivalik Mercantile Co-operative Bank,239,705,9,25,Shivalik Small Finance Bank ,shivalik-mercantile-co-operative-bank,India,"Noida,Uttar Pradesh",9,noida,346910,20,"Financial Services,Banking",0
1914,1001-5000,1001-5000,3.79,sms-infrastructure,Private,SMS Infrastructure,239,1646,1,59,SMS Infrastructure,sms-infrastructure,India,"Nagpur,Maharashtra",1,nagpur,9895,41,"Real Estate,Engineering & Construction",0
1915,1001-5000,501-1000,4.24,apollo-health-and-lifestyle,Private,Apollo Health and Lifestyle,239,904,11,20,Apollo Health and Lifestyle,apollo-health-and-lifestyle-18893,India,"Hyderabad/Secunderabad,Telangana",9,hyderabad,18893,33,Medical Services / Hospital,0
1916,1001-5000,501-1000,3.84,unitedlex,Private,UnitedLex,239,1247,21,16,UnitedLex,unitedlex,United States (USA),"New York,New York",73,,4037,2,Legal,0
1917,50001-100000,50001-100000,3.93,jsw-group,Private,JSW Group,4954,1714,24,40,JSW Group,jsw-group,India,Mumbai,3,mumbai,9391,43,"Iron & Steel,Power,Engineering & Construction,Software Product",0
1918,100001+,5001-10000,4.22,continental,Private,Continental,1076,1458,9,151,Continental,continental,Germany,Hanover,5,,16904,33,"Automobile,Manufacturing,Auto Components",0
1919,1001-5000,501-1000,4.24,visaka-industries-limited,Public,Visaka Industries Limited,238,871,7,41,Visaka Industries,visaka-industries-limited,India,"Hyderabad/Secunderabad,Telangana",5,hyderabad,14129,32,"Iron & Steel,Engineering & Construction",0
1920,201-500,,3.71,essae-teraoka,JV,Essae Teraoka,238,566,3,36,Essae Teraoka,essae-teraoka,India,"Bangalore/Bengaluru,Karnataka",2,bengaluru,280812,50,"Manufacturing,Electronics,Electronics Manufacturing",0
1921,501-1000,501-1000,4.28,penna-cement-industries,Private,Penna Cement Industries,238,976,6,31,Penna Cement Industries,penna-cement-industries,India,"Hyderabad/Secunderabad,Telangana",1,hyderabad,24198,30,"Building Material,Engineering & Construction",0
1922,1001-5000,1001-5000,3.95,yokohama,Private,Yokohama,238,1027,6,105,Yokohama,yokohama,Japan,Tokyo,0,,235070,28,"Industrial Equipment / Machinery,Manufacturing,Auto Components",0
1923,1001-5000,1001-5000,3.59,simplilearn,Private,Simplilearn,238,1863,22,13,Simplilearn,simplilearn,United States,"San Francisco,California",261,,604,1,"Internet,e-Learning / EdTech",0
1924,501-1000,501-1000,2.5700000000000003,richfeel-health-and-beauty,Private,Richfeel Health & Beauty,237,570,2,36,Richfeel Health & Beauty,richfeel-health-and-beauty,India,"Mumbai,Maharashtra",0,mumbai,3243,31,"Beauty & Wellness,Beauty & Personal Care",0
1925,501-1000,501-1000,3.79,phillips-carbon-black,Public,Phillips Carbon Black,237,1002,14,62,Phillips Carbon Black,phillips-carbon-black,India,"Kolkata,West Bengal",1,kolkata,10602,12,"Chemicals / Agri Inputs,Import & Export,Manufacturing,Chemicals",0
1926,5001-10000,201-500,4.19,brembo-brake-india,Private,brembo brake india pvt. ltd,237,785,6,17,Brembo Brake India,brembo-brake-india,Italy,Stezzano,0,,293324,8,"Automobile,Manufacturing,Auto Components",0
1927,10001-50000,51-200,3.7,karvy-financial-services,Private,Karvy Financial Services,237,1227,6,41,Karvy Financial Services,karvy-financial-services,India,"Hyderabad/Secunderabad,Telangana",8,mumbai,23740,35,Financial Services,0
1928,501-1000,51-200,3.54,abci-infrastructures,Private,ABCI Infrastructures,237,6851,16,29,ABCI Infrastructures,abci-infrastructures,India,"Kolkata,West Bengal",0,kolkata,28277,38,"Real Estate,Engineering & Construction",0
1929,501-1000,1001-5000,4.26,eid-parry-india,Public,EID Parry (India) Ltd,237,724,2,234,EID Parry (India),e-dot-i-dot-d-parry,India,"Chennai,Tamil Nadu",0,chennai,283508,26,"Agriculture / Forestry / Fishing,FMCG,Food Processing",0
1930,1001-5000,10001-50000,4.41,eicher-motor,Public,Eicher Motor,237,477,7,40,Eicher Motors,eicher-motor,India,Gurgaon,0,gurgaon,719271,48,"Automobile,Design,Manufacturing",0
1931,1001-5000,501-1000,3.83,chemplast-sanmar-ltd,Private,Chemplast Sanmar Ltd,237,967,7,55,Chemplast Sanmar,chemplast-sanmar-ltd,India,"Chennai,Tamil Nadu",9,chennai,280100,12,"Chemicals / Agri Inputs,Manufacturing,Chemicals",0
1932,5001-10000,1001-5000,4.37,gtl-limited,Public,GTL Limited,236,432,1,35,GTL,gtl-limited,India,"Mumbai,Maharashtra",0,mumbai,3816,32,Telecom / ISP,0
1933,501-1000,1001-5000,4.06,vindhya-telelinks-limited,Public,Vindhya Telelinks Limited,236,906,4,39,Vindhya Telelinks,vindhya-telelinks-limited,India,"Delhi/NCR,Delhi",2,delhi-ncr,183444,36,Telecom / ISP,0
1934,201-500,1001-5000,3.92,railtel-corporation-of-india,Public,railtel corporation of india limited,236,972,5,22,Railtel Corporation Of India,railtel-corporation-of-india,India,"Gurgaon/Gurugram,Haryana",1,gurgaon,291734,55,Telecom / ISP,0
1935,50001-100000,201-500,4.16,transguard-group-llc,Private,Transguard Group LLC,236,394,3,21,Transguard Group ,transguard-group-llc,United Arab Emirates (UAE),"Dubai,Dubai",0,,269248,19,"Law Enforcement / Security Services,Facility Management Services,Recruitment / Staffing,BPO / Call Centre",0
1936,1001-5000,501-1000,4.01,aurangabad-electricals,Private,Aurangabad Electricals,235,712,3,37,Aurangabad Electricals,aurangabad-electricals,India,"Aurangabad,Maharashtra",0,aurangabad,8349,5,"Automobile,Manufacturing,Auto Components",0
1937,5001-10000,201-500,4.02,mikuni,Private,Mikuni,235,723,6,99,Mikuni,mikuni,Japan,"Sotokanda,Chiyoda",1,,201859,10,"Automobile,Import & Export,Manufacturing,Auto Components",0
1938,10001-50000,501-1000,4.58,wartsila,Private,Wartsila,235,527,3,188,Wartsila,wartsila,Finland,Helsinki,0,,224833,30,"Manufacturing,Power,Marine,Ports & Shipping",0
1939,10001-50000,1001-5000,3.89,sanmina-sci,Private,Sanmina Sci,235,1250,10,42,Sanmina Sci,sanmina-sci,United States (USA),"Sanjose,California",1,,260597,7,"Industrial Equipment / Machinery,Manufacturing,Electronics,Electronics Manufacturing",0
1940,1001-5000,501-1000,3.98,bharat-fritz-werner,Private,Bharat Fritz Werner,235,984,8,61,Bharat Fritz Werner,bharat-fritz-werner,India,"Bangalore/Bengaluru,Karnataka",0,bengaluru,22103,9,"Industrial Equipment / Machinery,Manufacturing",0
1941,51-200,201-500,4.77,webskitters,Private,Webskitters,235,186,2,12,Webskitters,webskitters,India,"Kolkata,West Bengal",0,kolkata,22275,1,"Education / Training,IT Services & Consulting",0
1942,1001-5000,1001-5000,3.84,bdo-india-llp,LLP,BDO India LLP,235,2130,12,49,BDO India LLP,bdo-india-llp,India,New Delhi,25,new-delhi,262345,15,Accounting / Auditing,0
1943,1001-5000,201-500,3.9699999999999998,radico-khaitan,Public,Radico Khaitan,235,882,9,79,Radico Khaitan,radico-khaitan,India,"Delhi/NCR,Delhi",0,delhi-ncr,8095,42,"Food Processing,Manufacturing",0
1944,1001-5000,501-1000,3.7,vaco-binary-semantics-llp,Private,Vaco Binary Semantics LLP,235,1499,20,6,Vaco Binary Semantics ,vaco-binary-semantics-llp,India,"Gurgaon/Gurugram,Haryana",3,gurgaon,296640,14,IT Services & Consulting,0
1945,501-1000,51-200,3.58,meritnation,Private,MeritNation,235,678,6,34,MeritNation,meritnation-606,India,"Delhi,NCT",16,,606,21,"Internet,Education / Training,e-Learning / EdTech",0
1946,501-1000,1001-5000,4.09,indraprastha-gas,Public,Indraprastha Gas,234,1008,5,24,Indraprastha Gas,indraprastha-gas,India,"Mumbai,Maharashtra",0,,2707,12,"Internet,Oil / Gas / Petro Chemicals,Facility Management Services",0
1947,1001-5000,1001-5000,3.64,jindal-poly-films,Public,Jindal Poly Films,234,1252,10,48,Jindal Poly Films,jindal-poly-films,India,"Delhi/NCR,Delhi",2,delhi-ncr,10490,6,"Manufacturing,Printing / Packaging,Petrochemical / Plastics / Rubber",0
1948,1001-5000,1001-5000,3.95,trianz,Private,Trianz,234,1856,4,16,Trianz,trianz,US,"Santa Clara,California",3,,12159,2,IT Services & Consulting,0
1949,501-1000,501-1000,3.54,abm-knowledgeware,Public,ABM Knowledgeware,234,836,9,29,ABM Knowledgeware,abm-knowledgeware,India,Mumbai,10,mumbai,4888,30,IT Services & Consulting,0
1950,501-1000,1001-5000,4.09,indraprastha-gas,Public,Indraprastha Gas,234,1008,5,24,Indraprastha Gas,indraprastha-gas,India,"Mumbai,Maharashtra",0,,2707,12,"Internet,Oil / Gas / Petro Chemicals,Facility Management Services",0
1951,1001-5000,1001-5000,4.31,progressive-infovision,Private,Progressive Infovision,234,516,5,21,Progressive Infovision,progressive-infovision,India,"Delhi/NCR,Delhi",28,delhi-ncr,22087,45,"Recruitment / Staffing,IT Services & Consulting",0
1952,1001-5000,1001-5000,4.2,wellness-forever-medicare,Private,Wellness Forever Medicare,234,838,10,14,Wellness Forever Medicare,wellness-forever-medicare,India,"Mumbai,Maharashtra",0,,208656,19,"Internet,Fitness & Wellness",0
1953,10001-50000,10001-50000,4.08,essar-group,Public,Essar Group,1481,813,10,53,Essar Group,essar-group,India,"Mumbai,Maharashtra",7,mumbai,12058,34,"Iron & Steel,Metals & Mining,Oil / Gas / Petro Chemicals,Power,Telecom / ISP,Engineering & Construction,Courier / Logistics,Ports & Shipping,BPO / Call Centre",0
1954,201-500,501-1000,3.83,people-group,Private,People Group,320,961,3,26,People Group,peoplegroup,India,"Mumbai,Maharashtra",63,mumbai,359,25,Internet,0
1955,10001-50000,10001-50000,4.19,indian-space-research-organisation,Public,Indian Space Research Organisation,233,700,8,53,Indian Space Research Organisation,isro,India,"Bangalore/Bengaluru,Karnataka",0,bengaluru,365018,18,"Defence & Aerospace,Analytics / KPO / Research",0
1956,201-500,201-500,3.67,vst-tillers-tractors,Public,V.S.T Tillers Tractors,233,839,12,55,V.S.T Tillers Tractors,vst-tillers-tractors,India,"Bangalore/Bengaluru,Karnataka",1,bengaluru,307508,31,"Automobile,Industrial Equipment / Machinery,Manufacturing",0
1957,5001-10000,501-1000,3.35,black-knight-financial-services,Private,Black Knight Financial Services,233,1834,13,8,Black Knight,black-knight-financial-services,United States,"Jacksonville,Florida",7,,9628,2,"Financial Services,Internet,Analytics / KPO / Research,IT Services & Consulting",0
1958,10001-50000,501-1000,3.62,igt,Private,IGT,233,1217,11,24,IGT,igt,India,"Gurgaon/Gurugram,Haryana",12,gurgaon,158197,6,"Emerging Technologies,IT Services & Consulting",0
1959,1001-5000,1001-5000,3.26,transasia-bio-medicals,Private,Transasia Bio-Medicals Ltd.,233,902,4,43,Transasia Bio-Medicals Ltd.(Erba Mannheim),transasia-bio-medicals,India,"Mumbai,Maharashtra",35,mumbai,304445,35,"Industrial Equipment / Machinery,Biotechnology",0
1960,1001-5000,501-1000,4.02,paharpur-cooling-towers,Private,Paharpur Cooling Towers,297,912,5,74,Paharpur Cooling Towers,paharpur-cooling-towers,India,"Kolkata,West Bengal",6,kolkata,10118,29,"Industrial Equipment / Machinery,Manufacturing,Electronic Components / Semiconductors",0
1961,1001-5000,1001-5000,4.12,fractal-analytics,Private,Fractal Analytics,233,2406,47,12,Fractal Analytics,fractal_analytics,United States,"New York City,New York",55,,79,7,"Consulting,Internet,Analytics / KPO / Research,Software Product",0
1962,10001-50000,,3.32,s2-infotech-pvt,Public,S2 Infotech Pvt,232,976,4,17,S2 Infotech,s2-infotech-pvt,India,"Mumbai,Maharashtra",5,mumbai,203137,45,Recruitment / Staffing,0
1963,501-1000,201-500,4.23,nivea,Private,Nivea,232,864,6,140,Nivea,nivea,Germany,Hamburg,4,,21052,34,"Beauty & Wellness,Consumer goods,Import & Export,Beauty & Personal Care",0
1964,1001-5000,1001-5000,3.2800000000000002,time-technoplast,Public,Time Technoplast,232,1137,4,30,Time Technoplast,time-technoplast,India,"Mumbai,Maharashtra",4,mumbai,4705,28,"Automobile,Manufacturing,Printing / Packaging,Packaging & Containers",0
1965,100001+,1001-5000,3.88,zara,Private,Zara,232,464,7,48,Zara,zara,Spain,Â Arteixo,0,,5861,20,"Retail,Textile & Apparel",0
1966,1001-5000,501-1000,3.81,nlb-services,Private,Nlb Services Pvt. Ltd.,232,1368,10,15,Nlb Services,nlb-services,United States (USA),"Alpharetta,Georgia",44,,335685,14,"Consulting,Logistics / Shipping,Recruitment / Staffing,IT Services & Consulting",0
1967,1001-5000,501-1000,4.51,ryan-llc,Private,"Ryan, LLC",232,376,6,31,Ryan,ryan-llc,United States (USA),"Dallas,Texas",12,,21820,3,"Education / Training,Accounting / Auditing",0
1968,1001-5000,1001-5000,3.5700000000000003,zycus-infotech,Private,Zycus Infotech,232,1600,14,25,Zycus Infotech,zycus-infotech,United States (USA),"Princeton,New Jersey",704,,249098,4,"Engineering & Construction,Software Product",0
1969,100001+,,4.32,amazon-logistics-ncrp,,Amazon Logistics NCRP,232,857,20,0,Amazon Logistics,,,,0,,530045,57,Courier / Logistics,0
1970,10001-50000,1001-5000,4.11,icon-clinical-research,Public,ICON Clinical Research,232,1106,13,32,ICON Clinical Research,icon-clinical-research,Ireland,Dublin,76,,254954,4,"Clinical Research / Contract Research,Pharmaceutical & Life Sciences",0
1971,1001-5000,1001-5000,4.07,darcl-logistics,Private,Darcl Logistics,231,746,10,47,Darcl Logistics,darcl-logistics,India,"Hisar,Haryana",5,hisar,6648,37,"Logistics / Shipping,Courier / Logistics",0
1972,1001-5000,201-500,3.9,victora-tool-engineers-pvt,Private,Victora Tool engineers Pvt,231,899,3,50,Victora Tool Engineers,victora-tool-engineers-pvt,India,"Faridabad,Haryana",0,faridabad,201449,7,"Manufacturing,Engineering & Construction,Auto Components",0
1973,1001-5000,501-1000,3.11,quislex-legal-services,Private,Quislex Legal Services,231,821,10,18,Quislex Legal Services,quislex-legal-services,United States (USA),"New York,New York",4,,269810,3,Legal,0
1974,201-500,1001-5000,3.9699999999999998,rungta-mines-ltd-dot,4624045,Rungta Mines Ltd.,231,1192,29,60,Rungta Mines,rungta-mines-ltd-dot,India,"Singhbum,Jharkhand",0,,261454,11,"Iron & Steel,Metals & Mining",0
1975,51-200,,3.51,xyz-company,,xyz company,231,15571,98,0,Xyz Company,xyz-company,,,18,,246312,49,Financial Services,0
1976,1001-5000,1001-5000,4.11,pd-hinduja-national-hospital-and-medical-research-,NGO/NPO,P.D. Hinduja National Hospital and Medical Research Centre,231,6367,6,71,P.D. Hinduja National Hospital and Medical Research Centre,pd-hinduja-national-hospital-and-medical-research-,India,"Mumbai,Maharashtra",5,mumbai,309316,10,Medical Services / Hospital,0
1977,1001-5000,1001-5000,3.93,srm-university,Private,SRM University,231,1028,6,37,SRM University,srm-university,India,Chennai,0,chennai,3893,20,"Education / Training,Medical Services / Hospital",0
1978,201-500,201-500,4.87,aurigo-software-technologies,Private,Aurigo Software Technologies,231,381,1,19,Aurigo,aurigo-software-technologies,United States (USA),"Austin,Texas",14,,5001,2,"Hardware & Networking,Software Product",0
1979,201-500,201-500,4.48,maxgen-technologies,Private,Maxgen Technologies,231,425,2,9,Maxgen Technologies,maxgen-technologies,India,"Mumbai,Maharashtra",7,mumbai,154761,5,"IT Services & Consulting,Software Product",0
1980,51-200,51-200,4.87,appsierra-solutions,Private,AppSierra Solutions,231,90,1,7,Appsierra,appsierra-solutions,India,"Noida,Uttar Pradesh",155,noida,158414,6,"IT Services & Consulting,Software Product,Management Consulting",0
1981,1001-5000,501-1000,4.25,gsh-group,Private,GSH Group,231,558,5,127,GSH Group,gsh-group,United States (USA),"Parsippany,New Jersey",0,,23754,28,Facility Management Services,0
1982,1001-5000,1001-5000,3.38,birla-tyres,Private,Birla Tyres,231,569,0,31,Birla Tyres,birla-tyres,India,"Kolkata,West Bengal",0,kolkata,5662,58,"Automobile,Manufacturing,Auto Components",0
1983,,501-1000,3.61,dhani-healthcare,,Dhani Healthcare,231,1547,36,0,Dhani Healthcare,,,,1,,810311,54,"Financial Services,Internet",0
1984,501-1000,1001-5000,3.68,morepen-laboratories,Public,Morepen Laboratories,231,799,2,38,Morepen Laboratories,morepen-laboratories,India,"Baddi,Himachal Pradesh",15,baddi,3218,22,"Analytics / KPO / Research,Medical Services / Hospital",0
1985,50001-100000,501-1000,3.93,carrier,Private,Carrier,231,1394,11,107,Carrier,carrier,United States (USA),"Charlotte,North Carolina",4,,10287,33,"Consumer goods,Industrial Equipment / Machinery,Manufacturing,Electronics",0
1986,1001-5000,1001-5000,4.18,jm-financial,Public,JM Financial,230,1577,9,38,JM Financial,jm-financial,India,"Mumbai,Maharashtra",2,mumbai,5012,39,"Financial Services,Investment Banking / Venture Capital / Private Equity",0
1987,1001-5000,201-500,3.48,surin-automotive,Private,Surin Automotive,230,1043,7,48,Surin Automotive,surin-automotive,India,"Bangalore/Bengaluru,Karnataka",20,bengaluru,17156,15,"Industrial Equipment / Machinery,Auto Components",0
1988,501-1000,501-1000,4.31,toshiba-jsw-power-systems,Private,Toshiba JSW Power Systems,230,1049,9,9,Toshiba JSW Power Systems,toshiba_jsw_power_systems,Japan,"Chiyoda-ku,Tokyo-to",22,,174,7,"Design,Internet,Manufacturing,Power,Electronics,Engineering & Construction",0
1989,50001-100000,1001-5000,4.22,siemens-energy,Private,Siemens Energy,4313,1304,10,175,Siemens Energy,siemens-energy,Germany,Munich,71,,12699,17,"Manufacturing,Power,Electronics",0
1990,100001+,10001-50000,4.31,apple,Private,Apple,234,1858,23,46,Apple,apple,United States (USA),"Cupertino,California",4,,78,56,"Manufacturing,Retail,Electronics,Consumer Electronics & Appliances",0
1991,5001-10000,1001-5000,3.79,manipal-technologies,Private,Manipal Technologies,229,1223,8,81,Manipal Technologies,manipal-technologies,India,"Manipal,Karnataka",16,,9933,36,"Financial Services,Retail,Printing & Publishing",0
1992,1001-5000,501-1000,4.5600000000000005,amartex-industries,Public,Amartex Industries,229,186,3,34,Amartex Industries,amartex-industries,India,Panchkula,11,panchkula,227468,16,Textile & Apparel,0
1993,201-500,501-1000,3.54,sakthi-auto-components,2074126,Sakthi Auto Components,229,763,2,39,Sakthi Auto Components,sakthi-auto-components,India,"Coimbatore,Tamil Nadu",0,coimbatore,249525,7,"Import & Export,Education / Training,Auto Components",0
1994,1001-5000,1001-5000,3.54,mn-dastur-and-company,Private,MN Dastur & Company,229,508,4,67,MN Dastur & Company,mn-dastur-and-company,India,"Kolkata,West Bengal",1,kolkata,152598,12,"Metals & Mining,Engineering & Construction",0
1995,1001-5000,1001-5000,3.65,bhilosa-industries,Private,Bhilosa Industries,229,1225,9,34,Bhilosa Industries,bhilosa-industries,India,"Mumbai,Maharashtra",9,mumbai,253538,2,"Manufacturing,Textile & Apparel",0
1996,1001-5000,1001-5000,3.91,balmer-lawrie,Private,Balmer Lawrie,228,939,10,155,Balmer Lawrie,balmer-lawrie,India,"Kolkata,West Bengal",0,kolkata,255069,29,"Power,Oil & Gas",0
1997,1001-5000,1001-5000,4.3,montecarlo-construction,,montecarlo construction ltd,228,888,16,27,Montecarlo Construction,montecarlo-construction,India,"Ahmedabad,Gujarat",0,ahmedabad,292595,47,Engineering & Construction,0
1998,1001-5000,5001-10000,4.09,fortis-escort-hospital,Public,Fortis Escort Hospital,228,674,8,34, Fortis Escorts Hospital,fortis-escort-hospital,India,"Delhi/NCR,Delhi",0,new-delhi,332267,14,Medical Services / Hospital,0
1999,1001-5000,501-1000,4.09,psp-projects,Private,PSP Projects Ltd,228,1019,7,14,Psp Projects,psp-projects,India,"Ahmedabad,Gujarat",7,ahmedabad,284146,14,Engineering & Construction,0
2000,5001-10000,51-200,3.96,kelly-services,Private,Kelly Services,228,997,6,76,Kelly Services,kelly-services,United States (USA),"Troy,Michigan",66,,4086,23,Recruitment / Staffing,0
2001,1001-5000,201-500,3.9,aarti-drugs,Public,Aarti Drugs,228,908,6,38,Aarti Drugs,aarti-drugs,India,Mumbai,0,mumbai,201461,9,"Manufacturing,Pharmaceutical & Life Sciences",0
2002,501-1000,501-1000,3.98,c-edge-technologies,Private,C-Edge Technologies,228,1102,6,16,C-Edge Technologies,c-edge-technologies-tcs-sbi-enterprise,India,Thane,5,mumbai,5687,13,"Financial Services,IT Services & Consulting",0
2003,1001-5000,1001-5000,3.0,alankit,Public,Alankit ltd.,228,836,5,31,Alankit,alankit-assignments,India,"Delhi/NCR,New Delhi",57,new-delhi,375753,29,Financial Services,0
2004,1001-5000,1001-5000,4.21,vectus-industries-ltd,Private,Vectus Industries Ltd,227,912,6,18,Vectus Industries,vectus-industries-ltd,India,"Noida,Uttar Pradesh",0,noida,279637,38,"Industrial Equipment / Machinery,Manufacturing,Engineering & Construction",0
2005,10001-50000,,3.88,narayana-e-techno-school,Private,Narayana e-techno school,227,914,3,10,Narayana e-Techno School,narayana-e-techno-school,India,Hyderabad,0,hyderabad,223789,35,Education / Training,0
2006,1001-5000,501-1000,3.67,smartdata-enterprises,Private,smartData Enterprises,227,1022,7,23,smartData Enterprises,smartdata-enterprises,United States,White Plains,60,,2328,6,"IT Services & Consulting,Software Product",0
2007,501-1000,501-1000,3.5700000000000003,iffco-kisan-sanchar,Private,IFFCO Kisan Sanchar,227,586,14,15,IFFCO Kisan Sanchar,iffco-kisan-sanchar,India,"Delhi/NCR,Delhi",0,delhi-ncr,8243,50,"Agriculture / Forestry / Fishing,FMCG,BPO / Call Centre,Software Product,Fertilizers / Pesticides / Agro chemicals",0
2008,10001-50000,,3.88,narayana-e-techno-school,Private,Narayana e-techno school,227,914,3,10,Narayana e-Techno School,narayana-e-techno-school,India,Hyderabad,0,hyderabad,223789,35,Education / Training,0
2009,1001-5000,501-1000,3.67,smartdata-enterprises,Private,smartData Enterprises,227,1022,7,23,smartData Enterprises,smartdata-enterprises,United States,White Plains,60,,2328,6,"IT Services & Consulting,Software Product",0
2010,1001-5000,1001-5000,4.13,indian-immunologicals-limited,Public,Indian Immunologicals Limited,227,896,4,40,Indian Immunologicals,indian-immunologicals-limited,India,"Hyderabad/Secunderabad,Telangana",5,hyderabad,6045,18,"Biotech & Life sciences,Manufacturing,Biotechnology",0
2011,1001-5000,,3.17,imsi,Private,IMSI (India) - Never Join IMSI India Pvt Ltd,227,818,7,36,IMSI,imsi,India,"Dehradun,Uttarakhand",3,dehradun,472336,36,Recruitment / Staffing,0
2012,10001-50000,1001-5000,4.28,mott-macdonald,,Mott MacDonald ,227,1200,13,120,Mott MacDonald ,mott-macdonald,United Kingdom (UK),"Croydon,Surrey",2,,616861,22,"Consulting,Power",0
2013,5001-10000,201-500,4.09,gs-engineering-and-construction,,GS Engineering & Construction ,227,570,2,53,GS Engineering & Construction ,gs-engineering-and-construction,South Korea,Seoul,3,,623303,16,Engineering & Construction,0
2014,1001-5000,501-1000,4.18,jyoti-cnc-automation,Public,Jyoti CNC Automation,226,679,5,33,Jyoti CNC Automation,jyoti-cnc-automation,India,"Rajkot,Gujarat",7,rajkot,31892,21,"Industrial Equipment / Machinery,Manufacturing",0
2015,10001-50000,10001-50000,4.27,kerala-state-electricity-board,Private,Kerala State Electricity Board,226,914,4,65,Kerala State Electricity Board,kerala-state-electricity-board,India,"Trivandrum/Thiruvananthapuram,Kerala",0,thiruvananthapuram,155916,21,Power,0
2016,501-1000,501-1000,4.26,dfm-foods,Public,DFM Foods,226,786,6,39,DFM Foods,dfm-foods,India,"Delhi/NCR,New Delhi",7,,195157,44,"FMCG,Food Processing,Import & Export",0
2017,5001-10000,11-50,4.52,p-and-o-cruises,Private,P&O Cruises,226,325,3,185,P&O Cruises,p-and-o-cruises,England,Southampton,0,,24016,6,"Travel & Tourism / Hospitality,Travel & Tourism",0
2018,501-1000,1001-5000,3.51,suraksha-diagnostic,Private,Suraksha Diagnostic,226,753,12,30,Suraksha Diagnostic,suraksha,India,Kolkata,13,kolkata,17741,16,Medical Services / Hospital,0
2019,5001-10000,1001-5000,3.44,practo,Private,Practo,226,1269,36,14,Practo,practo-500,India,"Bangalore,Karnataka",69,,500,17,"Internet,Medical Services / Hospital",0
2020,501-1000,501-1000,3.89,caparo-maruti-ltd,JV,Caparo Maruti Ltd,694,717,2,28,Caparo Maruti,caparo-maruti-ltd,India,"Gurgaon/Gurugram,Haryana",0,gurgaon,280497,10,"Design,Manufacturing,Metals & Mining,Auto Components",0
2021,501-1000,501-1000,3.24,designtech-systems,Private,DesignTech Systems,225,1092,11,24,DesignTech Systems,designtech-systems,India,Pune,43,pune,3305,26,"Industrial Equipment / Machinery,Hardware & Networking",0
2022,1001-5000,1001-5000,4.06,all-india-radio,Private,All India Radio,225,640,4,92,All India Radio,all-india-radio,India,"Delhi/NCR,New Delhi",0,,4148,66,"Media & Entertainment / Publishing,TV / Radio",0
2023,1001-5000,1001-5000,3.95,mecon,Private,Mecon Limited,225,883,13,63,Mecon,mecon,India,"Ranchi,Jharkhand",0,ranchi,365,27,"Metals & Mining,Engineering & Construction",0
2024,5001-10000,1001-5000,3.93,teva-api,Private,Teva API,225,793,2,87,Teva API,teva-api,Israel,Tel Aviv,0,,203102,13,Pharmaceutical & Life Sciences,0
2025,501-1000,501-1000,4.15,amber-enterprises-india,Public,Amber Enterprises india pvt ltd,224,1023,14,28,Amber Enterprises India,amber-enterprises-india,India,"Mumbai,Maharashtra",2,,295196,15,"Consumer goods,Internet,Industrial Equipment / Machinery,Manufacturing,Electronics Manufacturing",0
